Entidad Federativa,Municipio,CVEGEO,Rango de pobreza (%),Rango de pobreza extrema (%)
Guanajuato,Salvatierra,1102800011455,"(70, 100]","(20, 50]"
Guanajuato,Salvatierra,1102800011578,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800011690,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800011703,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800011718,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800011722,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800011737,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800011741,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800011756,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800011760,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800011775,Una vivienda particular habitada,Una vivienda particular habitada
Guanajuato,Salvatierra,1102800130052,"(70, 100]","[ 0, 20]"
Guanajuato,Salvatierra,1102800130404,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800130870,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800130885,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800131116,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800131582,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800310438,"(50, 70]","[ 0, 20]"
Guanajuato,Salvatierra,1102800310442,"(70, 100]","[ 0, 20]"
Guanajuato,Salvatierra,1102800310654,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800310762,Una vivienda particular habitada,Una vivienda particular habitada
Guanajuato,Salvatierra,110280031096A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800310974,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800311120,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800311224,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,110280031146A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800480283,"(70, 100]","[ 0, 20]"
Guanajuato,Salvatierra,1102800480476,"(70, 100]","[ 0, 20]"
Guanajuato,Salvatierra,1102800480480,"(70, 100]","[ 0, 20]"
Guanajuato,Salvatierra,1102800480616,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800480724,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,110280048089A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800480902,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800481027,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800481173,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800481188,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800481474,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800481489,"(70, 100]","[ 0, 20]"
Guanajuato,Salvatierra,1102800481493,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800481597,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,110280048160A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800580300,"(50, 70]","[ 0, 20]"
Guanajuato,Salvatierra,1102800580315,"(70, 100]","[ 0, 20]"
Guanajuato,Salvatierra,110280058032A,"(70, 100]","[ 0, 20]"
Guanajuato,Salvatierra,1102800580334,"(70, 100]","[ 0, 20]"
Guanajuato,Salvatierra,1102800581506,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800581510,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800581525,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800581633,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800581648,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800581652,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800581667,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800581671,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800600194,"(70, 100]","[ 0, 20]"
Guanajuato,Salvatierra,1102800600705,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,110280060071A,"(70, 100]","[ 0, 20]"
Guanajuato,Salvatierra,1102800600917,"(70, 100]","[ 0, 20]"
Guanajuato,Salvatierra,1102800600921,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800600989,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800601050,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,110280060114A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800601154,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800601239,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800601243,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800601258,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800601332,"(70, 100]","(20, 50]"
Guanajuato,Salvatierra,110280060153A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800601544,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800601686,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800640349,"(70, 100]","[ 0, 20]"
Guanajuato,Salvatierra,1102800640353,"(70, 100]","(20, 50]"
Guanajuato,Salvatierra,1102800640546,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800640550,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800640620,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800640635,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,110280064064A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800640739,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800640743,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800640936,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800640940,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800641101,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800641192,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800641205,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,110280064121A,"(70, 100]","[ 0, 20]"
Guanajuato,Salvatierra,1102800641309,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800641313,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800641328,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,110280064139A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800641559,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800641563,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800641614,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,1102800641629,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,Salvatierra,110280064178A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Diego de la Unión,110290001012A,"(50, 70]","[ 0, 20]"
Guanajuato,San Diego de la Unión,1102900010134,"(50, 70]","[ 0, 20]"
Guanajuato,San Diego de la Unión,1102900010149,"(70, 100]","[ 0, 20]"
Guanajuato,San Diego de la Unión,1102900010153,"(50, 70]","[ 0, 20]"
Guanajuato,San Diego de la Unión,1102900010168,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Diego de la Unión,1102900010172,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Diego de la Unión,1102900010187,"(70, 100]","[ 0, 20]"
Guanajuato,San Diego de la Unión,1102900010191,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Diego de la Unión,1102900010204,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Diego de la Unión,1102900010219,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Diego de la Unión,1102900010223,"(70, 100]","[ 0, 20]"
Guanajuato,San Diego de la Unión,1102900010242,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Diego de la Unión,1102900010257,Una vivienda particular habitada,Una vivienda particular habitada
Guanajuato,San Diego de la Unión,1102900010261,"(50, 70]","[ 0, 20]"
Guanajuato,San Diego de la Unión,1102900010276,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Diego de la Unión,1102900010280,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Diego de la Unión,1102900010295,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Diego de la Unión,1102900010308,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Diego de la Unión,1102901030238,"(70, 100]","[ 0, 20]"
Guanajuato,San Diego de la Unión,1102901030312,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010169,"(34, 50]","[ 0, 20]"
Guanajuato,San Felipe,1103000010173,"(34, 50]","[ 0, 20]"
Guanajuato,San Felipe,1103000010347,"(50, 70]","[ 0, 20]"
Guanajuato,San Felipe,1103000010366,"(18, 34]","[ 0, 20]"
Guanajuato,San Felipe,1103000010370,"(50, 70]","[ 0, 20]"
Guanajuato,San Felipe,1103000010385,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010417,"(34, 50]","[ 0, 20]"
Guanajuato,San Felipe,1103000010421,"(50, 70]","[ 0, 20]"
Guanajuato,San Felipe,1103000010436,"(50, 70]","[ 0, 20]"
Guanajuato,San Felipe,1103000010440,"(70, 100]","[ 0, 20]"
Guanajuato,San Felipe,1103000010506,"(50, 70]","[ 0, 20]"
Guanajuato,San Felipe,1103000010510,"(34, 50]","[ 0, 20]"
Guanajuato,San Felipe,1103000010525,"(50, 70]","[ 0, 20]"
Guanajuato,San Felipe,110300001053A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010544,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010597,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,110300001060A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010629,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010633,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010648,"(70, 100]","[ 0, 20]"
Guanajuato,San Felipe,1103000010652,"(50, 70]","[ 0, 20]"
Guanajuato,San Felipe,1103000010667,"(50, 70]","[ 0, 20]"
Guanajuato,San Felipe,1103000010671,Una vivienda particular habitada,Una vivienda particular habitada
Guanajuato,San Felipe,1103000010737,"(50, 70]","[ 0, 20]"
Guanajuato,San Felipe,1103000010741,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010794,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010807,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010811,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010864,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010879,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010883,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010898,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010900,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010915,Una vivienda particular habitada,Una vivienda particular habitada
Guanajuato,San Felipe,110300001092A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010934,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010949,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010953,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010968,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010972,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Guanajuato,San Felipe,1103000010987,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
