Entidad Federativa,Municipio,CVEGEO,Rango de pobreza (%),Rango de pobreza extrema (%)
Sinaloa,Culiacán,2500600013920,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600013935,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,250060001394A,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600013954,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600013969,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600013973,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600013988,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600013992,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014007,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014011,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014026,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014045,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,250060001405A,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014064,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014098,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014100,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014115,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,250060001412A,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014134,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600014149,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014223,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014238,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014276,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014280,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600014308,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014312,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014327,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014331,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014346,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014350,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014365,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,250060001437A,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600014384,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600014399,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014401,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600014416,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014420,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014435,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014469,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014577,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600014581,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014596,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600014609,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600014613,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014628,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014632,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014647,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600014651,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014670,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600014685,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600014717,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014721,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014736,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014740,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014755,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,250060001476A,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600014774,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014789,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014793,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014844,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600014859,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014863,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600014878,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014882,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600014897,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,250060001490A,Una vivienda particular habitada,Una vivienda particular habitada
Sinaloa,Culiacán,2500600014914,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014948,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600014952,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600015109,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015113,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600015128,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600015132,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600015151,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600015170,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600015185,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,250060001519A,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600015217,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600015236,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600015240,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,250060001526A,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600015274,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015289,"(70, 100]","[ 0, 20]"
Sinaloa,Culiacán,2500600015293,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015306,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015310,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600015452,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600015467,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600015471,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015490,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015503,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600015518,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600015522,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600015537,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015541,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015556,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600015560,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015575,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,250060001558A,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600015594,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600015607,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600015611,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600015626,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015630,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600015645,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,250060001565A,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015664,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015679,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600015683,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600015698,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015700,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015715,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600015791,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600015804,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600015838,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600015842,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600015857,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600015876,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015880,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600015895,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600015912,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600015946,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600015965,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,250060001597A,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016003,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016018,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016022,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016145,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,250060001615A,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016272,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600016287,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600016291,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600016304,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600016319,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600016323,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600016338,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600016342,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016357,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600016361,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600016376,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016380,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600016395,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600016408,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600016412,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016427,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016431,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016446,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016465,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,250060001647A,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600016484,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600016499,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016501,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600016516,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600016520,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600016554,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016569,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016573,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016588,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600016592,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016605,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,250060001661A,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016624,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016639,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600016643,Una vivienda particular habitada,Una vivienda particular habitada
Sinaloa,Culiacán,2500600016658,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600016662,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016677,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016681,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016696,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016709,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016713,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016747,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016751,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600016766,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016770,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016785,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,250060001679A,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600016802,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600016817,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600016821,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600016836,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016840,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016855,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,250060001686A,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600016874,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016889,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016893,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016906,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016910,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016925,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,250060001693A,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016944,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016959,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600016963,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600016978,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016982,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600016997,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017001,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017016,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600017020,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600017069,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017073,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017088,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017092,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017105,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,250060001711A,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600017124,Una vivienda particular habitada,Una vivienda particular habitada
Sinaloa,Culiacán,2500600017139,Una vivienda particular habitada,Una vivienda particular habitada
Sinaloa,Culiacán,2500600017143,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017158,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600017162,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017177,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600017181,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600017196,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017209,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017213,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017228,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017232,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017247,"(70, 100]","(20, 50]"
Sinaloa,Culiacán,2500600017251,"(70, 100]","[ 0, 20]"
Sinaloa,Culiacán,2500600017266,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600017270,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600017285,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,250060001729A,Una vivienda particular habitada,Una vivienda particular habitada
Sinaloa,Culiacán,2500600017302,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600017317,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600017321,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017340,Una vivienda particular habitada,Una vivienda particular habitada
Sinaloa,Culiacán,250060001736A,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600017374,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600017389,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600017393,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017406,Una vivienda particular habitada,Una vivienda particular habitada
Sinaloa,Culiacán,2500600017410,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600017425,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,250060001743A,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017444,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017459,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600017463,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017478,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,250060001750A,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017514,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017529,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017533,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017548,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600017567,Una vivienda particular habitada,Una vivienda particular habitada
Sinaloa,Culiacán,2500600017586,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017590,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017603,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600017618,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017622,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017637,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600017641,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600017656,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600017660,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017675,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,250060001768A,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600017694,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017707,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600017711,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600017726,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017730,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600017745,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,250060001775A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600017764,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600017779,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017783,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600017798,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017800,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017815,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,250060001782A,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017834,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017849,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017868,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017872,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600017887,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600017904,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600017919,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017923,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017938,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600017942,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600017961,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600017976,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600017980,"(50, 70]","(20, 50]"
Sinaloa,Culiacán,2500600017995,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,250060001800A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018014,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600018029,"(70, 100]","[ 0, 20]"
Sinaloa,Culiacán,2500600018033,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600018048,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600018052,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018067,Una vivienda particular habitada,Una vivienda particular habitada
Sinaloa,Culiacán,2500600018071,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600018086,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018090,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018103,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018118,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018122,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600018137,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018141,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018156,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018160,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018175,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,250060001818A,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018194,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018207,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018211,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018226,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600018230,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018245,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,250060001825A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018264,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018279,"(70, 100]","(20, 50]"
Sinaloa,Culiacán,2500600018283,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018298,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018300,Una vivienda particular habitada,Una vivienda particular habitada
Sinaloa,Culiacán,2500600018315,Una vivienda particular habitada,Una vivienda particular habitada
Sinaloa,Culiacán,250060001832A,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018334,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018349,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018353,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018368,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018372,"(70, 100]","[ 0, 20]"
Sinaloa,Culiacán,2500600018387,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018391,"(18, 34]","[ 0, 20]"
Sinaloa,Culiacán,2500600018404,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018419,Una vivienda particular habitada,Una vivienda particular habitada
Sinaloa,Culiacán,2500600018423,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018438,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018442,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018457,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018461,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018476,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018480,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018495,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018508,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018512,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018527,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018531,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018550,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018565,Una vivienda particular habitada,Una vivienda particular habitada
Sinaloa,Culiacán,250060001857A,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600018584,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018599,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018601,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018616,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018620,"(34, 50]","[ 0, 20]"
Sinaloa,Culiacán,2500600018635,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,250060001864A,"(70, 100]","[ 0, 20]"
Sinaloa,Culiacán,2500600018654,"(50, 70]","[ 0, 20]"
Sinaloa,Culiacán,2500600018669,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
Sinaloa,Culiacán,2500600018688,"[ 0, 18]","[ 0, 20]"
Sinaloa,Culiacán,2500600018705,Sin viviendas particulares habitadas,Sin viviendas particulares habitadas
